property_id,lat,lng,addr_street,suburb,lga,closet_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,number_of_houses,number_of_units,municipality,aus_born_perc,median_income,median_house_price,population,closest_train_station_id
71117,-37.857792,145.233728,13 Nottingham Square,WANTIRNA,CENTRAL GOLDFIELDS,19871,3.416,17.08910891089109,1,4861,1165,Knox,70,1463,1071300,31889,19871.0
4395,-37.845964,144.87004299999995,37 Monmouth Street,NEWPORT,MANSFIELD,19994,1.245,,0,5240,1816,Hobsons Bay,74,1626,1197100,14791,19994.0
42210,-37.734123,145.06311100000005,4 Victoria Avenue,ROSANNA,EAST GIPPSLAND,19936,1.01,16.403973509933774,1,3073,1156,Banyule,77,1551,1192000,21826,19936.0
868,-37.80979156,144.8914185,32 Mackay Street,YARRAVILLE,MITCHELL,19997,0.384,,0,5855,2072,Maribyrnong,67,1583,1148100,11645,19997.0
83566,-37.84999000000001,145.005331,16 Westbourne Street,PRAHRAN,BOROONDARA,19947,0.663,6.618181818181818,1,4230,8324,Stonnington,66,1560,1706800,17776,19947.0
66789,-37.782151,145.31992,98A Winyard Drive,MOOROOLBARK,WEST WIMMERA,19877,0.722,22.9618320610687,1,7655,1413,Yarra Ranges,80,1360,874500,18998,19877.0
25399,-37.584975,144.938852,14 Flagstaff Loop,CRAIGIEBURN,YARRA RANGES,40221,1.916,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
40721,-37.703426,145.048921,49 Snake Gully Drive,BUNDOORA,WODONGA,19983,3.081,18.08641975308642,1,8943,3243,Whittlesea,69,1172,876900,24119,19983.0
48029,-37.80470657,145.0243835,19 Studley Avenue,KEW,SOUTH GIPPSLAND,19905,1.91,5.05,1,8044,6097,Boroondara,73,2022,2332200,21677,19905.0
22463,-37.733376,144.980797,28 Jackson Parade,COBURG NORTH,MOONEE VALLEY,19964,1.581,11.833333333333334,1,3269,947,Moreland,63,1268,909700,29021,19964.0
58573,-37.82159424,145.17263789999996,14 Laughlin Avenue,NUNAWADING,STONNINGTON,19899,0.227,14.655339805825243,1,4033,2270,Whitehorse,70,1202,1171100,20796,19899.0
4877,-37.857687,144.8187222,13 Ford Road,ALTONA,BRIMBANK,19925,0.951,,0,4843,2394,Hobsons Bay,70,1160,1139500,11742,19925.0
60932,-37.83309555,145.2115631,786 Canterbury Road,VERMONT,CENTRAL GOLDFIELDS,19901,1.584,15.935622317596566,1,3636,1030,Whitehorse,71,1459,1186300,20802,19901.0
85299,-37.890786,145.00395,17 &19 Elm Avenue,ELSTERNWICK,MORELAND,19953,0.658,,0,3005,3427,Glen Eira,69,1497,1859300,10824,19953.0
71168,-37.86274338,145.22277830000004,16 Milpera Crescent,WANTIRNA,CENTRAL GOLDFIELDS,19871,4.283,17.08910891089109,1,4861,1165,Knox,70,1463,1071300,31889,19871.0
61548,-37.83563,145.227698,205 Wantirna Road,RINGWOOD,MACEDON RANGES,19871,1.691,17.08910891089109,1,6350,4648,Maroondah,79,1393,1024000,28808,19871.0
31649,-37.729216,144.987849,1/38 McNamara Street,PRESTON,BOROONDARA,20011,1.317,17.166666666666668,1,11418,7672,Darebin,63,1155,1075700,27067,20011.0
73571,-37.873815,145.286245,34 Helene Court,BORONIA,TOWONG,19868,1.182,21.208695652173912,1,8285,4281,Knox,79,1162,832500,20314,19868.0
20998,-37.763101,144.971505,30 Ashmore Street,BRUNSWICK,MARIBYRNONG,19967,0.974,8.11111111111111,1,8835,8041,Moreland,62,1433,1265800,20155,19967.0
79605,-38.001319,145.146348,12 Stanford Avenue,KEYSBOROUGH,KINGSTON,19890,4.648,19.260536398467433,1,9761,1578,Greater Dandenong,49,1253,1006400,16492,19890.0
71562,-37.860396,145.22823,43 Crestdale Road,WANTIRNA,CENTRAL GOLDFIELDS,19871,3.848,17.08910891089109,1,4861,1165,Knox,70,1463,1071300,31889,19871.0
57873,-37.813508,145.158105,24 Larch Street,BLACKBURN,GREATER GEELONG,19898,1.02,14.05703422053232,1,4821,2501,Whitehorse,75,1387,1485900,27564,19898.0
80873,-37.98059082,145.20370480000005,16 Purdy Avenue,DANDENONG,CARDINIA,19889,1.093,19.59722222222222,1,8074,9600,Greater Dandenong,48,899,685100,45248,19889.0
16611,-37.701106,144.919671,16 Salisbury Street,GLENROY,WYNDHAM,20032,0.439,13.76923076923077,1,7882,4021,Moreland,66,1004,743900,27707,20032.0
8377,-37.73502731,144.75813290000005,3  Scales Lane (Tenterfield),BURNSIDE HEIGHTS,WODONGA,20001,3.199,14.857142857142858,1,1598,121,Melton,57,1423,808400,14107,20001.0
1462,-37.80453873,144.8914337,8 Young Street,SEDDON,EAST GIPPSLAND,20024,0.226,6.733333333333333,1,2035,844,Maribyrnong,49,1181,1148600,16926,20024.0
91122,-37.974683,145.050128,1 Raymond Street,BEAUMARIS,TOWONG,19866,0.975,18.83823529411765,1,5041,1732,Bayside,79,1845,1882800,17536,19866.0
74956,-37.901494,145.07311,2B Maude Street,MURRUMBEENA,MOIRA,19918,0.837,11.596590909090908,1,2947,2728,Glen Eira,64,1287,1574000,30031,19918.0
79870,-37.98393400000001,145.158991,2 Walworth Court,KEYSBOROUGH,KINGSTON,19890,2.436,19.260536398467433,1,9761,1578,Greater Dandenong,49,1253,1006400,16492,19890.0
30369,-37.766411,145.011496,71A Christmas Street,NORTHCOTE,MURRINDINDI,20015,1.296,13.214285714285714,1,8461,5349,Darebin,69,1563,1630800,21000,20015.0
47802,-37.805982,145.023469,12 Dunlop Avenue,KEW,SOUTH GIPPSLAND,19905,1.764,5.05,1,8044,6097,Boroondara,73,2022,2332200,21677,19905.0
72437,-37.857366,145.266696,5 Elizbeth Street,BAYSWATER,INDIGO,19869,1.592,20.794392523364486,1,4737,3089,Knox,77,1186,865500,19945,19869.0
40912,-37.698926,145.064704,6 Cambridge Way,BUNDOORA,WODONGA,19984,2.15,19.841726618705035,1,8943,3243,Whittlesea,69,1172,876900,24119,19984.0
60243,-37.824349,145.19651000000005,72 Creek Road,MITCHAM,PORT PHILLIP,19900,0.811,15.882096069868995,1,5802,3089,Whitehorse,76,1424,1128700,14482,19900.0
71358,-37.86574,145.227271,28 Raheen Avenue,WANTIRNA,CENTRAL GOLDFIELDS,19871,4.434,17.08910891089109,1,4861,1165,Knox,70,1463,1071300,31889,19871.0
38280,-37.781329,145.03131399999995,4 Killop Street,ALPHINGTON,BANYULE,19931,0.327,13.333333333333334,1,1729,1099,Darebin,73,1538,1729600,9227,19931.0
16412,-37.71455200000001,144.950952,12 Knole Street,HADFIELD,WYNDHAM,19962,0.845,12.785714285714286,1,2326,712,Moreland,66,1004,805000,27707,19962.0
40585,-37.709086,145.053393,4 Summerhill Rise,BUNDOORA,WODONGA,19983,2.34,18.08641975308642,1,8943,3243,Whittlesea,69,1172,876900,24119,19983.0
30564,-37.75643921,145.00779719999997,102 Flinders Street,THORNBURY,LATROBE,20014,0.827,14.2,1,6018,4275,Darebin,63,1275,1361700,16671,20014.0
41977,-37.734883,145.069524,27 Phillips Crescent,ROSANNA,EAST GIPPSLAND,19936,0.939,16.403973509933774,1,3073,1156,Banyule,77,1551,1192000,21826,19936.0
27772,-37.59388,144.90403899999995,8 Habitat Drive,CRAIGIEBURN,YARRA RANGES,40221,3.575,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
33896,-37.726522,145.01803700000005,15 Wilkinson Street,RESERVOIR,EAST GIPPSLAND,20011,1.36,17.166666666666668,1,16913,8713,Darebin,63,972,861800,45591,20011.0
50334,-37.760191,145.090299,6 Pilbara Mews,BULLEEN,MARIBYRNONG,19935,2.629,15.848101265822784,1,4269,979,Manningham,58,1225,1322600,10590,19935.0
83392,-37.8528595,144.9840241,104 Punt Road,WINDSOR,MAROONDAH,19958,0.634,,0,2201,4448,Stonnington,66,1560,1629600,17776,19958.0
24733,-37.675975,144.961935,32 Chestnut Street,CAMPBELLFIELD,STRATHBOGIE,19960,1.734,16.6875,1,2830,1163,Hume,48,786,588600,5480,19960.0
73011,-37.846992,145.299152,157 Albert Avenue,BORONIA,TOWONG,19869,1.982,20.794392523364486,1,8285,4281,Knox,79,1162,832500,20314,19869.0
75254,-37.89574,145.065589,5/164-166 Murrumbeena Road,MURRUMBEENA,MOIRA,19919,0.637,11.254658385093167,1,2947,2728,Glen Eira,64,1287,1574000,30031,19919.0
76154,-37.906342,145.094762,4 Andrew Street,OAKLEIGH,WANGARATTA,19916,0.847,12.677272727272728,1,3155,1636,Monash,65,1340,1301400,16280,19916.0
71208,-37.844046,145.237311,18 Northam Road,WANTIRNA,CENTRAL GOLDFIELDS,19871,1.863,17.08910891089109,1,4861,1165,Knox,70,1463,1071300,31889,19871.0
51076,-37.79280900000001,145.132224,23 Highview Drive,DONCASTER,MORELAND,20042,3.09,11.86808510638298,1,7598,4243,Manningham,58,1242,1446200,17447,20042.0
94844,-37.903802,145.033219,15 Maud Street,ORMOND,MOIRA,19941,0.565,13.927272727272728,1,2378,2357,Glen Eira,72,1538,1746300,17630,19941.0
75989,-37.90273300000001,145.101801,25 George Street,OAKLEIGH,WANGARATTA,19916,0.924,12.677272727272728,1,3155,1636,Monash,65,1340,1301400,16280,19916.0
85242,-37.8804028,145.0052697,12 Villiers Street,ELSTERNWICK,MORELAND,19954,0.618,,0,3005,3427,Glen Eira,69,1497,1859300,10824,19954.0
28098,-37.796212,144.982911,14/165 Rose Street,FITZROY,NILLUMBIK,19975,1.067,8.23076923076923,1,3147,5530,Yarra,63,1483,1568000,9007,19975.0
43180,-37.72039795,145.0972748,5 Goulburn Grove,YALLAMBIE,MAROONDAH,19984,1.585,19.841726618705035,1,1286,81,Banyule,79,1458,998200,12063,19984.0
60610,-37.84095900000001,145.190606,23B Terrara Road,VERMONT,CENTRAL GOLDFIELDS,19900,2.557,15.882096069868995,1,3636,1030,Whitehorse,71,1459,1186300,20802,19900.0
20146,-37.799945,144.972218,33 Canning Street,CARLTON,STRATHBOGIE,19843,1.238,1.0,1,2909,16139,Melbourne,47,633,1480600,10673,19843.0
3060,-37.811425,144.8961,20 Berry Street,YARRAVILLE,MITCHELL,19997,0.272,,0,5855,2072,Maribyrnong,67,1583,1148100,11645,19997.0
54851,-37.835533,145.078385,1/38 Allambee Avenue,CAMBERWELL,MELBOURNE,19851,0.711,10.3,1,7459,4358,Boroondara,77,2122,2235400,15537,19851.0
83888,-37.856754,145.007102,33 Irving Avenue,PRAHRAN,BOROONDARA,19946,0.895,7.181818181818182,1,4230,8324,Stonnington,66,1560,1706800,17776,19946.0
69156,-37.846666,145.03934099999995,41 Milton Parade,MALVERN,BAW BAW,19911,0.367,,0,3622,3241,Stonnington,78,2047,2337300,10201,19911.0
48379,-37.804647,145.039747,38 Ridgeway Avenue,KEW,SOUTH GIPPSLAND,19904,1.895,6.0,1,8044,6097,Boroondara,73,2022,2332200,21677,19904.0
81108,-37.969064,145.21236919999996,3 Brunet Street,DANDENONG NORTH,CARDINIA,19889,2.09,19.59722222222222,1,7575,1845,Greater Dandenong,48,899,758400,45248,19889.0
14830,-37.745774,144.901326,82 Hedderwick Street,ESSENDON,NILLUMBIK,20036,1.734,9.333333333333334,1,6869,5592,Moonee Valley,81,1571,1550000,22442,20036.0
27068,-37.578889,144.92685,5 Birkshire Lane,CRAIGIEBURN,YARRA RANGES,40221,2.937,21.0,1,19933,1906,Hume,74,1349,643500,25491,40221.0
40265,-37.694761,145.056403,29 McLeans Road,BUNDOORA,WODONGA,19984,3.012,19.841726618705035,1,8943,3243,Whittlesea,69,1172,876900,24119,19984.0
93764,-38.017572,145.094244,9/58-60 Nepean Highway,ASPENDALE,YARRIAMBIACK,19862,1.278,24.961904761904762,1,2432,1048,Kingston,76,1492,1424900,24045,19862.0
64509,-37.808202,145.289301,43 Mirang Avenue,CROYDON,CARDINIA,19878,1.614,20.65573770491803,1,9705,5573,Maroondah,81,1267,902900,37491,19878.0
37972,-37.780554,145.025633,13 Fulham Road,ALPHINGTON,BANYULE,19931,0.55,13.333333333333334,1,1729,1099,Darebin,73,1538,1729600,9227,19931.0
56889,-37.844728,145.109534,77 Elgar Road,BURWOOD,MARIBYRNONG,19895,2.479,11.285714285714286,1,5052,3288,Whitehorse,73,1100,1296800,18501,19895.0
76913,-37.911612,145.126437,55 Marshall Avenue,CLAYTON,HINDMARSH,19915,1.545,14.25108225108225,1,5171,5343,Monash,48,962,1017200,18901,19915.0
21100,-37.776146,144.95023,344 Brunswick Road,BRUNSWICK,MARIBYRNONG,19970,0.591,6.333333333333333,1,8835,8041,Moreland,62,1433,1265800,20155,19970.0
46493,-37.71387863,145.1585999,12 Enfield Street,ELTHAM,FRANKSTON,19987,0.95,26.24418604651163,1,6040,1782,Nillumbik,85,1923,1178700,28827,19987.0
61613,-37.822654,145.224806,24 Maidstone Street,RINGWOOD,MACEDON RANGES,19902,0.838,16.388235294117646,1,6350,4648,Maroondah,79,1393,1024000,28808,19902.0
96956,-38.012074,145.276433,6 Bindi Close,HALLAM,GLEN EIRA,19885,0.859,26.25,1,3494,1290,Casey,56,1156,724000,9061,19885.0
35520,-37.71277,145.01668999999995,72 Strathmerton Street,RESERVOIR,EAST GIPPSLAND,20009,0.833,19.1,1,16913,8713,Darebin,63,972,861800,45591,20009.0
81997,-37.99114,145.23271499999996,25 Blossom Drive,DOVETON,HINDMARSH,19888,2.021,22.110294117647058,1,3150,953,Casey,59,819,602200,9801,19888.0
73724,-37.839445,145.28743300000005,444 Dorset Road,BORONIA,TOWONG,19870,1.715,19.363636363636363,1,8285,4281,Knox,79,1162,832500,20314,19870.0
57696,-37.813468,145.16307,17 Ashlar Crescent,BLACKBURN,GREATER GEELONG,19899,1.308,14.655339805825243,1,4821,2501,Whitehorse,75,1387,1485900,27564,19899.0
37613,-37.64875031,145.0483856,6 Mentor Court,EPPING,FRANKSTON,45795,1.644,26.786666666666665,1,13368,3047,Whittlesea,73,1283,673200,19624,45795.0
4585,-37.835575,144.867025,61 Gordon Street,NEWPORT,MANSFIELD,19994,1.66,,0,5240,1816,Hobsons Bay,74,1626,1197100,14791,19994.0
44850,-37.689243,145.088672,3 Myoora Court,GREENSBOROUGH,GLEN EIRA,19985,2.378,22.39189189189189,1,7426,2533,Banyule,83,1524,984000,26045,19985.0
90249,-37.972725,145.06945,20  Elliott Street,CHELTENHAM,YARRA RANGES,19865,1.085,20.61904761904762,1,8087,5856,Kingston,74,1233,1167300,18907,19865.0
83101,-37.88210678,145.2502136,21 Watersedge Close,KNOXFIELD,SOUTHERN GRAMPIANS,19869,3.851,20.794392523364486,1,2723,1042,Knox,76,1310,909600,6617,19869.0
62490,-37.830616,145.2287445,10 Yarang Court,HEATHMONT,HORSHAM,19871,1.413,17.08910891089109,1,3459,1027,Maroondah,80,1297,1083000,16322,19871.0
32549,-37.745865,145.01463700000005,3 Okeefe Street,PRESTON,BOROONDARA,20013,1.275,15.1875,1,11418,7672,Darebin,63,1155,1075700,27067,20013.0
12821,-37.727017,144.779599,274 Taylors Road,DELAHEY,BULOKE,20001,1.27,14.857142857142858,1,2193,541,Brimbank,64,1491,648400,27356,20001.0
7462,-37.734348,144.82105900000005,4 Denham Court,KEALBA,BASS COAST,20002,2.189,13.42361111111111,1,1111,142,Brimbank,46,907,704200,54005,20002.0
94318,-37.95475006,145.08106999999995,20 Carnoustie Parade,HEATHERTON,SOUTH GIPPSLAND,19866,2.677,18.83823529411765,1,1014,463,Kingston,70,1752,1123700,1371,19866.0
68035,-37.850235,145.025263,3 Denham Place,TOORAK,MANNINGHAM,19945,0.867,7.012987012987013,1,4088,5974,Stonnington,72,1977,2752300,12797,19945.0
1085,-37.800458,144.884429,48 Hocking Street,FOOTSCRAY,WHITTLESEA,20023,0.17,7.277777777777778,1,5286,6864,Maribyrnong,49,1181,869400,16926,20023.0
77455,-37.9274559,145.1858673,12 Southampton Drive,MULGRAVE,MACEDON RANGES,19913,3.758,17.03585657370518,1,7213,1477,Monash,60,1348,1022600,22093,19913.0
10622,-37.790494,144.93281399999995,5 Barnett Street,KENSINGTON,SOUTH GIPPSLAND,20041,0.418,5.0,1,3940,4804,Melbourne,62,1401,1202200,14523,20041.0
94884,-37.913126,145.047117,16 Hall Street,MCKINNON,HORSHAM,19940,0.836,13.683333333333334,1,1953,1107,Glen Eira,72,1538,1683800,17630,19940.0
18987,-37.688569,144.92148799999995,51 Jacana Street,BROADMEADOWS,WODONGA,20030,0.636,15.533333333333333,1,4395,1983,Hume,58,762,565700,18510,20030.0
9916,-37.78636,144.930547,10 Lewis Street,FLEMINGTON,WHITTLESEA,20040,0.175,4.8,1,1877,3086,Moonee Valley,62,1401,1069400,14523,20040.0
51019,-37.778975,145.119186,20 Cason Street,DONCASTER,MORELAND,20042,4.484,11.86808510638298,1,7598,4243,Manningham,58,1242,1446200,17447,20042.0
18390,-37.673184,144.928054,2 Nhill Court,DALLAS,MOORABOOL,20030,1.326,15.533333333333333,1,2207,315,Hume,58,762,514300,18510,20030.0
81428,-37.982012,145.21235,6/48 Princes Highway,DANDENONG,CARDINIA,19888,0.915,22.110294117647058,1,8074,9600,Greater Dandenong,48,899,685100,45248,19888.0
19246,-37.682974,144.928714,88A Kitchener Street,BROADMEADOWS,WODONGA,20030,0.802,15.533333333333333,1,4395,1983,Hume,58,762,565700,18510,20030.0
39864,-37.691321,145.075521,18 Kelty Terrace,BUNDOORA,WODONGA,19984,2.304,19.841726618705035,1,8943,3243,Whittlesea,69,1172,876900,24119,19984.0
1958,-37.784555,144.869339,2/15 Rooney Street,MAIDSTONE,BAW BAW,20022,1.73,7.9523809523809526,1,2995,2208,Maribyrnong,56,1162,843300,19978,20022.0
44161,-37.709741,145.095643,115 Delta Road,GREENSBOROUGH,GLEN EIRA,19984,1.052,19.841726618705035,1,7426,2533,Banyule,83,1524,984000,26045,19984.0
23990,-37.69459534,144.9668274,14 Brian Street,FAWKNER,MONASH,19961,0.974,13.8,1,4754,1266,Moreland,53,865,745500,12899,19961.0
14325,-37.747134,144.906129,34 Spencer Street,ESSENDON,NILLUMBIK,20036,1.304,9.333333333333334,1,6869,5592,Moonee Valley,81,1571,1550000,22442,20036.0
15359,-37.724105,144.911992,5 Eldorado Street,STRATHMORE,KNOX,20033,1.083,12.916666666666666,1,3101,749,Moonee Valley,81,1634,1643800,10591,20033.0
48849,-37.800227,145.04006,99 Eglinton Street,KEW,SOUTH GIPPSLAND,19904,2.386,6.0,1,8044,6097,Boroondara,73,2022,2332200,21677,19904.0
5193,-37.86636,144.825492,40 Romawi Street,ALTONA,BRIMBANK,19926,0.375,,0,4843,2394,Hobsons Bay,70,1160,1139500,11742,19926.0
41438,-37.739679,145.05959199999995,100 Waiora Road,ROSANNA,EAST GIPPSLAND,19936,0.678,16.403973509933774,1,3073,1156,Banyule,77,1551,1192000,21826,19936.0
95938,-37.929845,145.039323,53 Jasper Road,BENTLEIGH,HOBSONS BAY,19937,0.551,16.14074074074074,1,5799,3228,Glen Eira,72,1538,1649200,17630,19937.0
51142,-37.782036,145.120237,27 Bordeaux St,DONCASTER,MORELAND,20042,4.141,11.86808510638298,1,7598,4243,Manningham,58,1242,1446200,17447,20042.0
13938,-37.75824356,144.89845280000003,17 Vida Street,ABERFELDIE,MITCHELL,20037,1.581,7.5,1,1410,453,Moonee Valley,81,1571,1926600,22442,20037.0
32729,-37.735868,144.9923,4 Margtmary Avenue,PRESTON,BOROONDARA,20012,0.788,16.176470588235293,1,11418,7672,Darebin,63,1155,1075700,27067,20012.0
45124,-37.682411,145.126049,45 Sunrise Drive,GREENSBOROUGH,GLEN EIRA,19985,2.865,22.39189189189189,1,7426,2533,Banyule,83,1524,984000,26045,19985.0
68406,-37.857641,145.025729,24 Seymour Avenue,ARMADALE,BRIMBANK,19945,0.578,7.012987012987013,1,2838,3841,Stonnington,73,1713,1925900,8428,19945.0
68535,-37.858577,145.022809,41 Union Street,ARMADALE,BRIMBANK,19945,0.387,7.012987012987013,1,2838,3841,Stonnington,73,1713,1925900,8428,19945.0
23151,-37.74884,144.951501,76 Saunders Street,COBURG,MOONEE VALLEY,19966,1.105,10.0,1,10323,4557,Moreland,63,1268,1129500,29021,19966.0
72304,-37.851135,145.27272299999996,30 Sinclair Road,BAYSWATER,INDIGO,19870,1.122,19.363636363636363,1,4737,3089,Knox,77,1186,865500,19945,19870.0
72132,-37.848058,145.26033600000005,2 Comrie Court,BAYSWATER,INDIGO,19870,0.983,19.363636363636363,1,4737,3089,Knox,77,1186,865500,19945,19870.0
55459,-37.846864,145.095264,3 Braeside Avenue,CAMBERWELL,MELBOURNE,19849,1.398,12.083333333333334,1,7459,4358,Boroondara,77,2122,2235400,15537,19849.0
49544,-37.80404,145.070883,48 Metung Street,BALWYN,HOBSONS BAY,19892,2.444,8.56842105263158,1,4589,2796,Boroondara,71,1563,2551100,13849,19892.0
50103,-37.772892,145.090489,28 Doyle Street,BULLEEN,MARIBYRNONG,19935,3.159,15.848101265822784,1,4269,979,Manningham,58,1225,1322600,10590,19935.0
29626,-37.771752,145.01003,19 Tanner Grove,NORTHCOTE,MURRINDINDI,19929,0.842,12.136363636363637,1,8461,5349,Darebin,69,1563,1630800,21000,19929.0
47142,-37.7148,145.1397,4 Cygnet Court,ELTHAM,FRANKSTON,19987,0.729,26.24418604651163,1,6040,1782,Nillumbik,85,1923,1178700,28827,19987.0
3904,-37.81770706,144.8877716,80 Ovens Street,YARRAVILLE,MITCHELL,19996,0.281,,0,5855,2072,Maribyrnong,67,1583,1148100,11645,19996.0
12602,-37.69506454,144.7556915,2/20 Cynthia Court,HILLSIDE,GREATER DANDENONG,20000,1.763,16.304347826086957,1,4717,798,Melton,64,1491,867300,27356,20000.0
49900,-37.77959,145.101652,13 Westwood Drive,BULLEEN,MARIBYRNONG,19935,4.391,15.848101265822784,1,4269,979,Manningham,58,1225,1322600,10590,19935.0
88722,-37.951519,145.02862199999996,27 Highland Avenue,HIGHETT,GREATER DANDENONG,19872,1.213,17.015625,1,3939,2524,Bayside,73,1384,1355400,9299,19872.0
43815,-37.71138,145.0817108,5 Black Street,WATSONIA,MANNINGHAM,19984,0.189,19.841726618705035,1,2191,614,Banyule,82,1300,879500,8932,19984.0
42237,-37.73623,145.084928,42 Lyon Road,VIEWBANK,MANNINGHAM,19983,1.796,18.08641975308642,1,2434,356,Banyule,77,1551,1147300,21826,19983.0
86923,-37.927749,144.998932,6 Cavendish Place,BRIGHTON,HUME,19950,0.87,,0,8625,6345,Bayside,77,2200,2483600,20135,19950.0
45287,-37.687822,145.083171,56 Killarney Ridge,GREENSBOROUGH,GLEN EIRA,19984,2.576,19.841726618705035,1,7426,2533,Banyule,83,1524,984000,26045,19984.0
84512,-37.86991501,144.9923554,40 Rosamond St,BALACLAVA,DAREBIN,19956,0.112,,0,1403,2485,Port Phillip,63,1449,1462600,17374,19956.0
7802,-37.782113,144.798349,244 Forrest Street,ARDEER,SWAN HILL,20004,2.371,11.692982456140351,1,1263,335,Brimbank,46,895,663400,10176,20004.0
35561,-37.72505569,145.007019,76 Southernhay Street,RESERVOIR,EAST GIPPSLAND,20011,0.528,17.166666666666668,1,16913,8713,Darebin,63,972,861800,45591,20011.0
86744,-37.8939091,144.99068540000005,42 Cole Street,BRIGHTON,HUME,19953,1.224,,0,8625,6345,Bayside,77,2200,2483600,20135,19953.0
10788,-37.792311,144.933314,67 Collett Street,KENSINGTON,SOUTH GIPPSLAND,20041,0.295,5.0,1,3940,4804,Melbourne,62,1401,1202200,14523,20041.0
5945,-37.7764,144.814168,"1 Gail Court, (Albion)",ALBION,MOIRA,20004,0.937,11.692982456140351,1,1389,1392,Brimbank,52,929,739100,30677,20004.0
2519,-37.78315300000001,144.883635,8 Foreman Way,MAIDSTONE,BAW BAW,20023,2.082,7.277777777777778,1,2995,2208,Maribyrnong,56,1162,843300,19978,20023.0
53027,-37.812707,144.9926,31 York Street,RICHMOND,EAST GIPPSLAND,19977,0.257,7.448979591836735,1,8875,13869,Yarra,65,1731,1389100,24112,19977.0
86495,-37.908488,144.988081,2A Young Street,BRIGHTON,HUME,19951,1.034,,0,8625,6345,Bayside,77,2200,2483600,20135,19951.0
14075,-37.744359,144.906902,21 Queen Street,ESSENDON,NILLUMBIK,20036,1.276,9.333333333333334,1,6869,5592,Moonee Valley,81,1571,1550000,22442,20036.0
51020,-37.782814,145.135279,20 Corella Street,DONCASTER,MORELAND,20042,4.232,11.86808510638298,1,7598,4243,Manningham,58,1242,1446200,17447,20042.0
10750,-37.7901745,144.93443530000005,62 Parsons Street,KENSINGTON,SOUTH GIPPSLAND,19972,0.48,5.0,1,3940,4804,Melbourne,62,1401,1202200,14523,19972.0
73509,-37.868436,145.28101999999996,3/48 Tulip Crescent,BORONIA,TOWONG,19869,0.937,20.794392523364486,1,8285,4281,Knox,79,1162,832500,20314,19869.0
81420,-37.974834,145.200545,6 Ray Street,DANDENONG,CARDINIA,19889,0.872,19.59722222222222,1,8074,9600,Greater Dandenong,48,899,685100,45248,19889.0
12044,-37.7048912,144.7474213,1/21 Jade Way,HILLSIDE,GREATER DANDENONG,20000,2.394,16.304347826086957,1,4717,798,Melton,64,1491,867300,27356,20000.0
62471,-37.824898,145.248308,1/8 Coleman Street,HEATHMONT,HORSHAM,19871,0.504,17.08910891089109,1,3459,1027,Maroondah,80,1297,1083000,16322,19871.0
94244,-38.07148,145.129501,8 Riversdale Avenue,CARRUM,QUEENSCLIFFE,19858,0.728,28.16,1,1725,1350,Kingston,76,1305,1047100,12098,19858.0
8854,-37.867352,144.76523799999995,130 Alma Avenue,LAVERTON,MURRINDINDI,19924,0.398,,0,2370,488,Hobsons Bay,67,1221,603500,29313,19924.0
23978,-37.71076584,144.97435,13 Percy Street,FAWKNER,MONASH,19962,1.289,12.785714285714286,1,4754,1266,Moreland,53,865,745500,12899,19962.0
86834,-37.91825485,144.9894104,5 Manor Street,BRIGHTON,HUME,19951,0.698,,0,8625,6345,Bayside,77,2200,2483600,20135,19951.0
15826,-37.743779,144.885091,65 Teague Street,NIDDRIE,MANSFIELD,20037,3.058,7.5,1,2198,1140,Moonee Valley,69,1204,1148000,13979,20037.0
32266,-37.74930300000001,145.008123,208 Raglan Street,PRESTON,BOROONDARA,20013,0.816,15.1875,1,11418,7672,Darebin,63,1155,1075700,27067,20013.0
48145,-37.810329,145.030236,23 Valentine Avenue,KEW,SOUTH GIPPSLAND,19904,1.355,6.0,1,8044,6097,Boroondara,73,2022,2332200,21677,19904.0
33012,-37.734274,144.994434,6 Esmond Street,PRESTON,BOROONDARA,20012,0.726,16.176470588235293,1,11418,7672,Darebin,63,1155,1075700,27067,20012.0
8937,-37.883989,144.76204099999995,18 Fleming Avenue,SEABROOK,MACEDON RANGES,19924,1.938,,0,1452,264,Hobsons Bay,67,1221,739400,29313,19924.0
46787,-37.7173031,145.166104,2 Ironbark Close,ELTHAM,FRANKSTON,19987,1.663,26.24418604651163,1,6040,1782,Nillumbik,85,1923,1178700,28827,19987.0
92750,-37.99392,145.084947,15 Mountview Avenue,PARKDALE,STONNINGTON,19864,0.762,21.428571428571427,1,4160,2433,Kingston,76,1492,1341800,24045,19864.0
64574,-37.801029,145.268282,5 Glenwood Drive,CROYDON,CARDINIA,19878,1.249,20.65573770491803,1,9705,5573,Maroondah,81,1267,902900,37491,19878.0
62625,-37.82436,145.25057900000004,180 Bedford Road,HEATHMONT,HORSHAM,19871,0.689,17.08910891089109,1,3459,1027,Maroondah,80,1297,1083000,16322,19871.0
62501,-37.827078,145.254477,10A Culverlands Road,HEATHMONT,HORSHAM,19871,0.883,17.08910891089109,1,3459,1027,Maroondah,80,1297,1083000,16322,19871.0
12572,-37.69851,144.749965,2 Penshurst Court,HILLSIDE,GREATER DANDENONG,20000,2.153,16.304347826086957,1,4717,798,Melton,64,1491,867300,27356,20000.0
